player_age,player_height,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS,AerialsWon,MotM,Rating,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,KeyP,Fouled,Off,Disp,UnsTch,AvgP,Crosses,LongB,ThrB,player_positions,strengths,weaknesses,player_style,BootsName
23,178,47,3299,13,12,5,0,2.513936197750987,84.21515950562254,0.27151595056225325,7,7.230183496180731,1.0715159505622533,0.3,0.7575797528112662,0.0,0.3715159505622532,0.42848404943774676,0.0,0,1.7430319011245066,1.5715159505622533,0.22848404943774678,1.2715159505622533,1.5284840494377467,26.12909570337352,1.1575797528112663,0.49938834606422733,0.1,"['Defender', 'Midfielder']","['Tackling', 'Blocking the ball', 'Concentration', 'Ball interception']","['Holding on to the ball', 'Passing']",['Likes to tackle'],Furon v7
29,172,27,1072,1,5,4,0,1.066396505238159,83.01844347367727,0.10368869473545328,1,6.5310255599920835,0.5184434736772664,0.20368869473545329,0.8815565263227336,0.0,0.20368869473545329,0.30737738947090654,0.0,0,0.7331982526190794,0.6331982526190795,0.3,1.2,0.8295095578836262,14.238954673518942,0.22213216841271968,0.036886947354532795,0.0036886947354532796,"['Attacking Midfielder', 'Forward']",['Finishing'],"['Crossing', 'Holding on to the ball', 'Passing', 'Aerial Duels', 'Offside awareness']","['Indirect set-piece threat', 'Counter attack threat', 'Likes to cut inside', 'Likes to play short passes', 'Does not dive into tackles']",Furon v7
27,174,34,1951,5,8,5,0,1.5466099324281444,83.58565349903016,0.17808713320402064,4,6.81453981949568,0.7342613996120619,0.23904356660201032,0.9,0.0,0.2780871332040207,0.3390435666020103,0.0,0,1.1294792326221135,0.9904356660201032,0.2609564333979897,1.2390435666020103,1.0733049662140721,18.68044582525129,0.6294792326221135,0.11713069980603094,0.03904356660201032,['Defensive Midfielder'],"['Concentration', 'Blocking the ball']",['Passing'],"['Likes to shoot from distance', 'Plays the ball off the ground often']",Furon v7
26,182,38,1974,9,5,1,0,2.2032148278746337,70.81831509233596,1.4930345396049602,2,6.7816074139373175,0.7513395116144308,0.15080370696865844,0.44973209767711386,0.0,0.3994641953542277,0.30107160929154464,0.049732097677113854,0,1.003214827874634,1.0026790232288616,0.3,0.8021432185830892,1.5005358046457724,16.847686613473734,0.4021432185830892,0.5026790232288615,0.05026790232288615,"['Defender', 'Midfielder']","['Aerial Duels', 'Finishing', 'Defensive contribution', 'Concentration', 'Ball interception', 'Blocking the ball']",['Passing'],"['Likes to shoot from distance', 'Gets fouled often']",Furon v7
29,172,28,1100,1,5,4,0,1.0926617522499809,83.025739375625,0.10514787512499894,1,6.539342888212493,0.5257393756249946,0.20514787512499894,0.8742606243750053,0.0,0.20514787512499894,0.31029575024999784,0.0,0,0.7463308761249904,0.6463308761249904,0.3,1.2,0.8411830009999915,14.412597139874874,0.23088725074999364,0.05147875124998935,0.005147875124998935,['Midfielder'],"['Key passes', 'Through balls', 'Long shots', 'Taking set-pieces']","['Aerial Duels', 'Finishing', 'Tackling']","['Likes to do layoffs', 'Does not dive into tackles']",Furon v7
24,176,41,2757,9,10,6,0,2.0098949500687437,84.08203030364508,0.2442707071526777,6,7.072655757895443,0.9328121214580332,0.27213535357633883,0.9,0.0,0.3442707071526777,0.37213535357633887,0.0,0,1.4934888893397273,1.3213535357633885,0.22786464642366114,1.272135353576339,1.304947475034372,22.81691919704236,0.9934888893397275,0.21640606072901658,0.07213535357633886,"['Attacking Midfielder', 'Forward']","['Crossing', 'Key passes', 'Taking set-pieces']",[],"['Plays the ball off the ground often', 'Likes to play long balls', 'Likes to cross', 'Does not dive into tackles']",Furon v7
29,172,29,1179,2,5,4,0,1.1651214052600234,83.04586705701668,0.10917341140333464,1,6.562288444999007,0.5458670570166732,0.20917341140333462,0.8541329429833269,0.0,0.20917341140333462,0.31834682280666926,0.0,0,0.7825607026300117,0.6825607026300117,0.3,1.2,0.8733872912266771,14.891635956996822,0.2550404684200077,0.0917341140333463,0.009173411403334636,"['Attacking Midfielder', 'Forward']","['Passing', 'Through balls', 'Key passes', 'Holding on to the ball']",['Defensive contribution'],"['Counter attack threat', 'Likes to play short passes', 'Likes to shoot from distance', 'Likes to do layoffs']",Furon v7
26,176,43,2487,10,9,1,0,2.3687885967994493,83.38021905466651,0.17604381093330276,3,6.9434497223198255,0.8802190546665138,0.27604381093330277,0.5197809453334863,0.0,0.27604381093330277,0.4520876218666055,0.0,0,1.3843942983997248,1.2843942983997247,0.3,1.2,1.408350487466422,22.849213501063026,0.6562628655998166,0.7604381093330276,0.07604381093330276,"['Attacking Midfielder', 'Forward']",['Defensive contribution'],['Passing'],['Likes to cross'],Furon v7
26,177,45,2672,12,10,1,0,2.5391892302357983,83.4275525639544,0.1855105127908777,3,6.997409922908003,0.9275525639543885,0.2855105127908777,0.47244743604561157,0.0,0.2855105127908777,0.4710210255817554,0.0,0,1.4695946151178993,1.3695946151178993,0.3,1.2,1.4840841023270217,23.975751022114444,0.7130630767452661,0.8551051279087769,0.0855105127908777,['Midfielder'],"['Crossing', 'Taking set-pieces', 'Through balls', 'Dribbling', 'Key passes', 'Holding on to the ball']",['Aerial Duels'],"['Likes to play long balls', 'Plays the ball off the ground often', 'Likes to shoot from distance', 'Likes to cross']",Furon v7
26,175,37,2244,7,9,6,0,1.714766135611412,83.76582085958366,0.20210944794448737,5,6.908226846983501,0.8063283438334623,0.2510547239722437,0.9,0.0,0.3021094479444874,0.3510547239722437,0.0,0,1.2616019636946807,1.110547239722437,0.2489452760277563,1.2510547239722436,1.157383067805706,20.181840496530462,0.7616019636946807,0.1531641719167311,0.0510547239722437,"['Defender', 'Midfielder']","['Crossing', 'Key passes', 'Dribbling']",['Discipline'],"['Likes to dribble', 'Likes to play short passes', 'Likes to tackle', 'Commits fouls often']",Furon v7
26,177,48,2927,13,10,1,0,2.774170817399081,83.4928252270553,0.19856504541106007,3,7.071820758843042,0.9928252270553004,0.29856504541106005,0.40717477294469967,0.0,0.29856504541106005,0.4971300908221201,0.0,0,1.5870854086995407,1.4870854086995406,0.3,1.2,1.5885203632884806,25.52924040391615,0.7913902724663606,0.9856504541106007,0.09856504541106008,"['Defender', 'Midfielder']","['Taking set-pieces', 'Crossing', 'Ball interception']",['Holding on to the ball'],"['Likes to play long balls', 'Likes to shoot from distance']",Furon v7
26,176,43,2482,10,9,1,0,2.364300511279299,83.37897236424425,0.17579447284884997,3,6.942028495238445,0.8789723642442497,0.27579447284884995,0.5210276357557502,0.0,0.27579447284884995,0.4515889456976999,0.0,0,1.3821502556396497,1.2821502556396496,0.3,1.2,1.4063557827907998,22.819542269013144,0.6547668370930998,0.7579447284884996,0.07579447284884996,"['Attacking Midfielder', 'Forward']",['Defensive contribution'],['Passing'],['Likes to cross'],Furon v7
23,178,47,3279,13,12,5,0,2.5311457810376483,84.17213554740587,0.26721355474058783,7,7.221148464955235,1.0672135547405879,0.3,0.7360677737029393,0.0,0.36721355474058787,0.4327864452594122,0.0,0,1.7344271094811758,1.5672135547405879,0.23278644525941217,1.2672135547405878,1.5327864452594122,26.103281328443526,1.1360677737029392,0.5295051168158851,0.1,"['Defender', 'Midfielder']","['Tackling', 'Blocking the ball', 'Concentration', 'Ball interception']","['Holding on to the ball', 'Passing']",['Likes to tackle'],Furon v7
29,175,27,995,1,3,4,0,1.1430282308027695,77.04049038321794,0.7436270386124626,0,6.5028485884598615,0.5,0.15232392306574352,0.804647846131487,0.0,0.2715141154013847,0.25232392306574347,0.023838038467128245,0,0.6284858845986152,0.5761619615328717,0.3,1.0092956922629739,0.9430282308027695,12.393555730439434,0.15232392306574352,0.0,0.0,"['Attacking Midfielder', 'Forward']",['Key passes'],"['Aerial Duels', 'Defensive contribution']","['Indirect set-piece threat', 'Likes to shoot from distance', 'Does not dive into tackles']",Furon v7
24,176,42,2857,10,11,6,0,2.0673074384106402,84.1435436840114,0.25247249120152004,7,7.104642715685928,0.9574174736045602,0.27623624560076004,0.9,0.0,0.3524724912015201,0.37623624560076,0.0,0,1.5385987016083604,1.3623624560076004,0.22376375439923998,1.27623624560076,1.3336537192053202,23.329530700095006,1.0385987016083604,0.2287087368022801,0.07623624560076003,"['Midfielder', 'Forward']","['Dribbling', 'Long shots', 'Finishing']","['Aerial Duels', 'Tackling']","['Likes to dribble', 'Gets fouled often']",Furon v7
28,173,32,1662,4,7,5,0,1.3804971119433966,83.40767547708221,0.15435673027762808,3,6.721991248082749,0.6630701908328842,0.22717836513881406,0.9,0.0,0.25435673027762806,0.32717836513881404,0.0,0,0.9989620165269545,0.8717836513881405,0.27282163486118594,1.227178365138814,0.9902485559716984,17.197295642351754,0.4989620165269545,0.08153509541644213,0.02717836513881404,"['Attacking Midfielder', 'Forward']","['Through balls', 'Long shots', 'Passing', 'Key passes', 'Dribbling', 'Holding on to the ball']","['Aerial Duels', 'Discipline', 'Defensive contribution']","['Likes to do layoffs', 'Plays the ball off the ground often', 'Likes to play long balls', 'Gets fouled often', 'Likes to cut inside', 'Does not dive into tackles']",Furon v7
28,174,35,1719,5,7,3,0,1.6620096388946557,83.18389156635962,0.13677831327192533,2,6.719636385649975,0.6838915663596266,0.23677831327192533,0.7161084336403734,0.0,0.23677831327192533,0.37355662654385063,0.0,0,1.031004819447328,0.9310048194473279,0.3,1.2,1.0942265061754026,18.176619279359112,0.420669879631552,0.3677831327192532,0.03677831327192532,['Midfielder'],['Dribbling'],"['Crossing', 'Holding on to the ball']",['Commits fouls often'],Furon v7
27,174,34,1896,5,7,5,0,1.5147718371689887,83.55154125410964,0.1735388338812841,3,6.796801452137008,0.7206165016438524,0.23676941694064207,0.9,0.0,0.2735388338812841,0.33676941694064205,0.0,0,1.1044635863470624,0.9676941694064206,0.2632305830593579,1.236769416940642,1.0573859185844943,18.396177117580258,0.6044635863470625,0.11030825082192616,0.03676941694064205,"['Defender', 'Midfielder', 'Forward']","['Through balls', 'Key passes', 'Dribbling']",['Crossing'],"['Likes to do layoffs', 'Gets fouled often', 'Likes to dribble', 'Likes to tackle']",Furon v7
27,174,34,1893,5,7,5,0,1.5130584049347475,83.54970543385866,0.17329405784782106,3,6.795846825606502,0.7198821735434633,0.23664702892391054,0.9,0.0,0.27329405784782107,0.3366470289239105,0.0,0,1.1031173181630158,0.9664702892391054,0.26335297107608946,1.2366470289239104,1.0565292024673738,18.380878615488818,0.6031173181630158,0.10994108677173159,0.03664702892391053,"['Attacking Midfielder', 'Forward']","['Dribbling', 'Long shots']","['Aerial Duels', 'Crossing', 'Holding on to the ball', 'Passing', 'Discipline']","['Gets fouled often', 'Likes to dribble', 'Indirect set-piece threat', 'Counter attack threat']",Furon v7
28,174,37,1908,7,7,3,0,1.8356055686654347,83.23211265796262,0.14642253159252416,2,6.774608430077388,0.7321126579626207,0.24642253159252414,0.6678873420373792,0.0,0.24642253159252414,0.3928450631850483,0.0,0,1.1178027843327174,1.0178027843327173,0.3,1.2,1.1713802527401933,19.324281259510375,0.4785351895551449,0.4642253159252415,0.04642253159252416,"['Defender', 'Midfielder', 'Forward']","['Through balls', 'Key passes', 'Dribbling']",['Crossing'],"['Likes to do layoffs', 'Gets fouled often', 'Likes to dribble', 'Likes to tackle']",Furon v7
29,172,28,1176,2,5,4,0,1.162521586097935,83.0451448850272,0.10902897700544084,1,6.561465168931012,0.5451448850272042,0.20902897700544085,0.8548551149727959,0.0,0.20902897700544085,0.31805795401088166,0.0,0,0.7812607930489675,0.6812607930489675,0.3,1.2,0.8722318160435267,14.874448263647459,0.254173862032645,0.0902897700544083,0.00902897700544083,"['Attacking Midfielder', 'Forward']","['Headed attempts', 'Key passes', 'Through balls', 'Dribbling', 'Holding on to the ball', 'Passing', 'Defensive contribution']","['Aerial Duels', 'Offside awareness', 'Crossing']","['Likes to cut inside', 'Likes to play short passes', 'Likes to tackle', 'Commits fouls often']",Furon v7
29,172,30,1322,3,5,4,0,1.2964555079393716,83.08234875220538,0.11646975044107621,1,6.603877577514134,0.582348752205381,0.2164697504410762,0.817651247794619,0.0,0.2164697504410762,0.3329395008821524,0.0,0,0.8482277539696857,0.7482277539696858,0.3,1.2,0.9317580035286097,15.759900302488068,0.29881850264645715,0.16469750441076203,0.01646975044107621,"['Defender', 'Midfielder']",['Long shots'],"['Holding on to the ball', 'Passing', 'Aerial Duels', 'Tackling']","['Likes to shoot from distance', 'Commits fouls often']",Furon v7
27,182,27,988,3,1,2,0,1.4075319610169585,66.0195016242934,1.9338938245763133,0,6.489623401949152,0.5,0.06415601299434717,0.6283120259886943,0.0,0.4037659805084792,0.16415601299434718,0.06792199350282642,0,0.49623401949152074,0.5320780064971736,0.3,0.6566240519773887,1.2075319610169584,9.792602383333241,0.06415601299434717,0.0,0.0,['Forward'],"['Aerial Duels', 'Long shots']","['Holding on to the ball', 'Offside awareness', 'Passing', 'Defensive contribution']","['Indirect set-piece threat', 'Likes to do flick ons', 'Likes to play short passes', 'Likes to do layoffs', 'Likes to shoot from distance']",Furon v7
26,185,31,1351,5,2,1,0,1.8238222124798251,62.756222015196286,2.315051872960379,0,6.5919111062399125,0.5932592551999272,0.055955553119956265,0.4813481489600146,0.0,0.46269629792002914,0.1746074041599417,0.08134814896001458,0,0.6238222124798252,0.6865185103998542,0.3,0.5492148083198833,1.4373037020799708,11.220029485117404,0.1492148083198834,0.18651851039985423,0.018651851039985425,['Attacking Midfielder'],"['Finishing', 'Long shots']",['Aerial Duels'],['Likes to do layoffs'],Furon v7
27,186,27,983,3,0,1,0,1.5755349150671418,59.0193785388691,2.689907117802137,0,6.481223254246643,0.5,0.008155028310952784,0.5163100566219055,0.0,0.4877674575335708,0.10815502831095279,0.09592248584452362,0,0.4122325424664292,0.5040775141554764,0.3,0.43262011324381117,1.3755349150671417,8.140573335173107,0.008155028310952784,0.0,0.0,['Defender'],['Tackling'],['Aerial Duels'],"['Likes to play short passes', 'Clears the ball out of defence often', 'Likes to tackle']",Furon v7
26,181,40,2148,9,6,1,0,2.3090715318258903,73.06777005130017,1.2636783477105713,2,6.834535765912945,0.795446471594121,0.17726788295647253,0.44091070568117585,0.0,0.38182141136235165,0.33635717727529674,0.04091070568117582,0,1.1090715318258904,1.090892943188242,0.3,0.8727143545505934,1.5181785886376484,18.417894388750703,0.47271435455059346,0.5908929431882418,0.05908929431882418,"['Attacking Midfielder', 'Forward']",[],"['Holding on to the ball', 'Passing', 'Offside awareness', 'Defensive contribution']","['Likes to do flick ons', 'Does not dive into tackles']",Furon v7
28,173,34,1630,5,6,3,0,1.5803841486838917,83.16121781907886,0.13224356381577176,1,6.693788313749899,0.6612178190788588,0.23224356381577177,0.7387821809211412,0.0,0.23224356381577177,0.3644871276315435,0.0,0,0.9901920743419458,0.8901920743419458,0.3,1.2,1.0579485105261741,17.636984094076837,0.39346138289463056,0.3224356381577176,0.03224356381577176,"['Midfielder', 'Forward']","['Through balls', 'Finishing', 'Long shots', 'Direct free-kicks', 'Taking set-pieces', 'Key passes', 'Dribbling']",['Aerial Duels'],"['Gets fouled often', 'Indirect set-piece threat', 'Likes to do layoffs', 'Likes to dribble']",Furon v7
31,189,11,702,0,0,1,0,0.00884925020519195,77.92738753077879,0.04424625102595975,1,6.494337174404943,0.07964325184672755,0.02654775061557585,0.0707940016415356,0.0,0.5,0.1176985004103839,0.00884925020519195,0,0.00884925020519195,0.06194475143634364,0.0,0.02654775061557585,0.0353970008207678,29.86110497127313,0.0,5.322140488919635,0.0,['Goalkeeper'],['Long passing'],"['Catching crosses', 'Discipline']",['Comes off his line often'],Future Ultimate
27,189,31,2360,1,0,3,0,0.6195982862419145,91.12410282548512,2.156786289935316,1,6.854120514127426,1.4412051412742564,1.0804017137580855,0.7763845761772307,0.6,6.023615423822769,0.23919657248382906,1.1587948587257437,1,0.21959828624191452,0.6175897174514872,0.0,0.058794858725743554,0.3979914312095726,61.010042843952135,0.019598286241914523,1.7371880036934018,0.0,['Defender'],"['Blocking the ball', 'Ball interception']",['Tackling'],"['Likes to play short passes', 'Does not dive into tackles', 'Clears the ball out of defence often']",Future Ultimate
31,188,17,1075,0,0,0,0,0.0,50.95429579601235,0.3909545422178924,0,6.632763633774314,0.0,0.0,0.004522728891053806,0.0,2.0412045244163006,0.004522728891053806,0.0,0,0.0954772711089462,0.1,0.0,0.0,0.0954772711089462,31.1527728535022,0.0,6.540704560019484,0.0,['Goalkeeper'],['Penalty saving'],['Long passing'],[],Future Ultimate
32,190,43,3157,17,3,5,0,1.6192072061681655,60.158105109174684,2.393876875404901,4,6.884933933847347,0.36986786769469426,0.0,0.8770705700077563,0.0,0.7626651653816322,0.16746696692367358,0.06746696692367357,0,0.33733483461836783,0.6397357353893885,0.2698678676946943,0.7421366361604093,1.4493393384734714,16.676474482959982,0.0,2.832774778411421,0.0,"['Attacking Midfielder', 'Forward']","['Holding on to the ball', 'Key passes', 'Through balls', 'Crossing', 'Finishing', 'Taking set-pieces']",['Discipline'],"['Gets fouled often', 'Likes to cross', 'Likes to tackle']",Future Ultimate
32,182,3,139,0,0,0,0,0.2332063738136892,65.12297447595124,0.15547091587579281,0,6.008829641113055,0.15547091587579281,0.038867728968948204,0.2332063738136892,0.0,0.9611322710310518,0.2332063738136892,0.0,0,0.15547091587579281,0.2332063738136892,0.0,0.038867728968948204,0.15547091587579281,25.120411972496168,0.1166031869068446,6.229830290012025,0.0,"['Defender', 'Midfielder']",[],"['Crossing', 'Aerial Duels', 'Passing']",['Likes to dribble'],Future Ultimate
28,182,36,2295,6,1,8,0,1.4341584508382335,78.30207284263145,0.7728650968226104,2,6.653415845083823,1.7844368396295978,0.39146038729044164,1.528650968226104,0.0,0.6643254841130521,0.9643254841130521,0.17286509682261042,0,1.0271349031773895,1.0185952904678313,0.23567451588694796,1.0271349031773895,1.5085396127095583,28.24381161871325,0.5371905809356624,1.7115717428069874,0.02713490317738959,['Defender'],"['Crossing', 'Concentration']","['Holding on to the ball', 'Passing', 'Tackling']","['Plays the ball off the ground often', 'Likes to cross', 'Does not dive into tackles', 'Commits fouls often']",Future Ultimate
31,177,13,513,0,0,2,0,0.7629900073215435,84.65196002928617,0.25413624176326355,0,6.442873750915193,0.8568937362721061,0.4370099926784565,0.4370099926784565,0.08563124542403533,0.4425249816961414,0.3,0.01712624908480706,0,0.9944850109823151,0.8486212527455788,0.08287375091519295,0.6629900073215436,0.49724250549115756,18.887226175869372,0.5801162564063505,0.9226412381024918,0.08287375091519295,['Defender'],"['Tackling', 'Ball interception']","['Aerial Duels', 'Passing']","['Likes to tackle', 'Commits fouls often']",Future Ultimate
32,177,10,514,0,0,1,0,0.38540266135487145,83.14161064541949,0.6789220059757697,0,6.395675332669359,1.5648700099596162,0.8145973386451286,0.8145973386451286,0.32162333665320536,1.3864933466128215,0.3,0.06432466733064107,0,0.42810399203230715,0.7070259980080768,0.035675332669358926,0.2854026613548714,0.21405199601615357,22.710298053781926,0.24972732868551248,1.5362206752983338,0.035675332669358926,"['Attacking Midfielder', 'Forward']","['Crossing', 'Holding on to the ball', 'Taking set-pieces', 'Passing', 'Key passes', 'Long shots', 'Dribbling']","['Discipline', 'Finishing', 'Tackling']","['Gets fouled often', 'Likes to play long balls', 'Likes to shoot from distance', 'Plays the ball off the ground often', 'Likes to cross', 'Does not dive into tackles']",Future Ultimate
25,190,26,1626,2,0,4,0,0.737121411624857,77.72379619909684,2.309027960656119,0,6.632474760774991,1.4347851374064051,0.7752523922500953,0.8404672548436903,0.07190654903126192,2.641476823844072,0.5314392941875715,0.5033458432188335,0,0.3280934509687381,1.1876261961250478,0.2404672548436904,0.5528410587186426,0.9618690193747615,32.501067729347696,0.07190654903126192,1.8538506277190243,0.0,['Defender'],['Tackling'],[],"['Indirect set-piece threat', 'Likes to tackle']",Future Ultimate
34,178,17,485,3,0,1,0,0.4829215667367006,87.70606861705186,0.16280882494747453,0,6.271157352515758,0.2628088249474746,0.1085392166316497,0.5341568665265988,0.0,0.2,0.3,0.0,0,0.5,0.6,0.05426960831582485,0.8969656914740731,0.9426960831582484,16.0829215667367,0.05426960831582485,0.4829215667367006,0.1,['Forward'],"['Aerial Duels', 'Finishing']",[],"['Likes to do flick ons', 'Likes to do layoffs', 'Indirect set-piece threat', 'Likes to play short passes', 'Does not dive into tackles']",Future Ultimate
36,182,3,117,0,0,0,0,0.09864695748233385,60.89412973417726,0.0,0,5.959188174489401,0.014092422497476265,0.0,0.014092422497476265,0.0,0.8872606200201899,0.04227726749242879,0.0,0,0.07046211248738132,0.08455453498485759,0.0,0.04227726749242879,0.05636968998990506,29.787489667896228,0.0,8.689404707734708,0.014092422497476265,"['Attacking Midfielder', 'Forward']",[],"['Offside awareness', 'Holding on to the ball', 'Passing', 'Defensive contribution']","['Counter attack threat', 'Likes to dribble', 'Likes to play short passes', 'Does not dive into tackles', 'Commits fouls often']",Future Ultimate
32,186,61,4730,1,5,9,0,0.6417575846032317,87.4582274651203,0.8417575846032317,0,6.792087879230161,1.2032954711310595,0.40109849037701983,0.9626363769048476,0.08021969807540397,1.2813181884524236,0.4813181884524238,0.2406590942262119,0,1.0428560749802516,0.7417575846032317,0.0,0.32087879230161587,0.5615378865278278,68.9274248837343,0.16043939615080793,4.158242415396768,0.16043939615080793,"['Attacking Midfielder', 'Forward']","['Passing', 'Dribbling', 'Finishing', 'Long shots', 'Through balls', 'Key passes', 'Holding on to the ball', 'Direct free-kicks']","['Defensive contribution', 'Offside awareness', 'Aerial Duels', 'Crossing']","['Counter attack threat', 'Likes to cut inside', 'Likes to do layoffs', 'Likes to dribble', 'Likes to shoot from distance', 'Plays the ball off the ground often', 'Likes to play long balls', 'Does not dive into tackles']",Future Ultimate
32,186,61,4654,1,6,11,0,0.7403594850561834,89.602818799972,0.9403594850561834,0,6.797017974252809,1.3881740344803437,0.4627246781601146,1.110539227584275,0.09254493563202293,1.3552696137921374,0.5552696137921375,0.27763480689606873,0,1.203084163216298,0.8403594850561834,0.0,0.3701797425280917,0.6478145494241604,76.07606266657329,0.18508987126404586,4.059640514943816,0.18508987126404586,"['Attacking Midfielder', 'Forward']","['Through balls', 'Finishing', 'Headed attempts', 'Holding on to the ball', 'Long shots', 'Key passes']",['Defensive contribution'],"['Likes to play long balls', 'Plays the ball off the ground often', 'Does not dive into tackles']",Future Ultimate
31,190,9,705,0,0,1,0,0.001311306339948276,76.79669595099223,0.0065565316997413525,1,6.516197211614149,0.011801757059534457,0.0039339190198448,0.010490450719586208,0.0,0.5,0.10262261267989656,0.001311306339948276,0,0.001311306339948276,0.009179144379637849,0.0,0.0039339190198448,0.005245225359793104,30.916417112407245,0.0,5.729189457642793,0.0,['Goalkeeper'],['Long passing'],"['Catching crosses', 'Discipline']",['Comes off his line often'],Future Ultimate
31,192,38,3296,0,0,4,0,0.0,67.84375586114972,0.1,2,6.786440836912535,0.1,0.0,0.0,0.0,1.1227755230703342,0.12277552307033426,0.0,0,0.022775523070334258,0.1,0.0,0.0,0.1,32.76971590686212,0.0,8.65942866149234,0.0,"['Defender', 'Midfielder']","['Crossing', 'Concentration']","['Aerial Duels', 'Holding on to the ball']",[],Future Ultimate
32,186,61,4730,1,5,9,0,0.6410274547726621,87.4423471413054,0.841027454772662,0,6.792051372738633,1.2019264776987413,0.4006421592329138,0.9615411821589931,0.08012843184658276,1.2807705910794964,0.48077059107949655,0.24038529553974827,0,1.041669614005576,0.7410274547726621,0.0,0.32051372738633105,0.5608990229260793,68.874490471018,0.16025686369316552,4.158972545227338,0.16025686369316552,['Goalkeeper'],"['Long passing', 'Penalty saving', 'Shot stopping (Reflexes)', 'Saving close range shots', 'Concentration']",['Discipline'],[],Future Ultimate
30,191,38,3241,0,0,5,0,0.00220884684944096,66.65241043261143,0.1055221171236024,1,6.748509028376628,0.10331327027416144,0.00220884684944096,0.0033132702741614393,0.003865481986521679,1.1071787522606833,0.10110442342472048,0.0027610585618011996,0,0.00220884684944096,0.10110442342472048,0.0,0.00055221171236024,0.10055221171236024,30.128615648917137,0.00055221171236024,8.465762873833665,0.0,['Goalkeeper'],"['Long passing', 'Concentration', 'Saving close range shots']",[],['Comes off his line often'],Future Ultimate
32,177,15,508,0,0,2,0,0.7892768570729005,85.47680785731775,0.13690771430903317,0,6.417556128544612,0.5630922856909668,0.2815461428454834,0.41072314292709944,0.0,0.11845385715451659,0.3,0.0,0,1.0708229999183838,0.8446384285364503,0.1,0.9107231429270995,0.7476308572361327,17.204738285527736,0.5892768570729005,0.6261845713819336,0.1,"['Attacking Midfielder', 'Forward']","['Crossing', 'Holding on to the ball', 'Taking set-pieces', 'Passing', 'Key passes', 'Long shots', 'Dribbling']","['Discipline', 'Finishing', 'Tackling']","['Gets fouled often', 'Likes to play long balls', 'Likes to shoot from distance', 'Plays the ball off the ground often', 'Likes to cross', 'Does not dive into tackles']",Future Ultimate
29,182,5,206,0,0,1,0,0.4241144063085703,72.34566170534092,0.28274293753904683,0,6.097920056277332,0.28274293753904683,0.07068573438476171,0.4241144063085703,0.0,0.9293142656152383,0.4241144063085703,0.0,0,0.28274293753904683,0.4241144063085703,0.0,0.07068573438476171,0.28274293753904683,19.488625013897177,0.21205720315428514,3.1434837646781144,0.0,"['Defender', 'Midfielder']","['Taking set-pieces', 'Crossing']",['Tackling'],"['Likes to cross', 'Likes to play short passes', 'Does not dive into tackles']",Future Ultimate
28,190,45,2922,15,3,4,0,1.385113619277876,72.82176452402534,1.2664114688655796,3,6.772442580494755,0.29160286721639495,0.07290071680409874,0.5832057344327899,0.0,0.6270992831959012,0.3916028672163949,0.07290071680409874,0,0.6103050176286912,0.5103050176286911,0.43740430082459236,0.8748086016491847,1.4580143360819746,16.72176452402534,0.07290071680409874,1.500765593403261,0.14580143360819747,"['Defender', 'Midfielder']","['Blocking the ball', 'Aerial Duels', 'Ball interception']",['Tackling'],"['Plays the ball off the ground often', 'Does not dive into tackles']",Future Ultimate
36,179,16,494,3,0,1,0,0.25425406933718914,85.62497062942394,0.46011075731983797,0,6.259734854930827,0.7888404106338922,0.40585668798264884,0.9457459306628109,0.11436482665702713,0.634586341296703,0.3,0.022872965331405426,0,0.38563517334297287,0.6,0.07712703466859458,1.079778485360324,1.079778485360324,18.118677637146327,0.07712703466859458,0.6888404106338923,0.07712703466859458,"['Attacking Midfielder', 'Forward']","['Crossing', 'Holding on to the ball', 'Taking set-pieces', 'Passing', 'Key passes', 'Long shots', 'Dribbling']","['Discipline', 'Finishing', 'Tackling']","['Gets fouled often', 'Likes to play long balls', 'Likes to shoot from distance', 'Plays the ball off the ground often', 'Likes to cross', 'Does not dive into tackles']",Future Ultimate
27,188,27,1146,3,0,7,0,0.7296178606936361,66.64793042283226,1.6185508830925006,0,6.340740446517341,0.6703821393063638,0.2,1.5555732089595458,0.0,0.7703821393063639,0.2851910696531819,0.1,0,0.38519106965318195,0.5777866044797728,0.6703821393063638,0.6629776741329548,1.2555732089595457,8.759394602023184,0.0,0.09259553482659097,0.0,"['Attacking Midfielder', 'Forward']",['Defensive contribution'],"['Offside awareness', 'Passing', 'Finishing', 'Discipline']","['Likes to play short passes', 'Likes to do flick ons', 'Likes to tackle', 'Commits fouls often']",Future Ultimate
35,180,6,209,1,0,0,0,0.2509260099809908,67.98598275054329,0.0,0,6.0505556059885945,0.035846572854427265,0.0,0.035846572854427265,0.0,0.7132274171645818,0.10753971856328177,0.0,0,0.1792328642721363,0.21507943712656355,0.0,0.10753971856328177,0.14338629141770906,26.37208806185492,0.0,6.666268724538265,0.035846572854427265,['Defender'],"['Dribbling', 'Holding on to the ball', 'Passing', 'Concentration']",['Aerial Duels'],['Likes to play short passes'],Future Ultimate
